ID,Line,EndLine,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L11859,220,224,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L11951,226,230,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L11866,231,235,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L12019,58,529,0.033014800000000004,8,98,4,86,0.14285699999999998,0.031746,12,6,20,8,1,14,42,1
L11812,3,21,0.0,0,4,4,0,0.0,0.0,0,5,0,0,0,0,4,0
L11742,35,240,0.0,12,50,6,3,0.0344828,0.0365854,6,28,17,7,7,13,29,0
L12307,84,1323,0.0302542,11,202,7,130,0.0909091,0.0406091,32,10,33,7,0,16,69,3
L12599,696,712,0.0,0,3,0,1,0.0,0.0,0,4,0,0,0,0,3,0
L12676,1203,1226,0.0,2,4,2,6,0.0,0.0,0,2,0,0,0,0,1,0
L12706,1174,1179,0.0,0,1,1,0,0.0,0.0,0,2,0,0,0,0,1,0
L12730,1306,1322,0.0,1,4,1,3,0.0,0.0,0,2,1,0,0,0,2,0
L12725,1254,1281,0.0,2,4,1,7,0.0,0.0,0,2,0,0,0,0,1,0
L12715,1181,1201,0.0,2,4,1,2,0.0,0.0,0,2,0,0,0,0,1,0
L12720,1228,1252,0.0,2,4,1,2,0.0,0.0,0,2,0,0,0,0,1,0
L12687,1103,1168,0.0,7,21,6,5,0.0,0.0,0,2,2,0,0,1,2,0
L12736,1283,1304,0.0,2,4,1,2,0.0,0.0,0,2,0,0,0,0,1,0
L12811,3,21,0.0,0,4,1,0,0.0,0.0,0,5,0,0,0,0,4,0
L4103,24,74,0.0,1,12,18,10,0.0,0.0,0,10,1,1,1,0,9,0
L463,22,39,0.0,1,5,4,0,0.0,0.0,0,3,0,2,1,0,6,0
L12863,31,91,0.211538,2,12,10,7,0.0,0.0377358,2,4,2,2,1,0,7,0
L12893,15,38,0.709677,1,4,8,4,0.25,0.208333,5,3,1,2,1,0,6,0
L12908,26,48,0.0,1,5,8,3,0.0,0.0,0,5,1,2,1,0,7,0
L12942,27,110,0.878661,1,31,1,1,0.0,0.0540541,4,4,1,2,2,0,3,0
L6709,32,221,0.09375,3,33,35,14,0.571429,0.30487800000000004,50,6,2,3,3,1,16,0
L12967,31,98,0.0,2,14,2,0,0.181818,0.206897,12,9,1,3,3,0,10,0
L13092,18,20,0.0,0,0,1,0,0.0,0.0,0,1,3,3,0,1,16,0
L13119,19,27,0.0,0,2,2,2,0.0,0.0,0,3,2,0,0,0,8,0
L1387,20,32,0.0,0,2,62,2,0.0,0.0,0,3,2,0,0,0,6,0
L13129,31,112,0.0,1,8,22,11,0.14285699999999998,0.164384,12,6,10,4,4,0,15,0
L284,20,31,0.0,0,2,39,2,0.0,0.0,0,3,2,0,0,0,6,0
L510,20,31,0.0,0,2,31,2,0.0,0.0,0,3,2,0,0,0,6,0
L13183,26,49,0.0,0,4,6,3,0.2,0.25,6,4,15,5,1,0,19,0
L13203,25,35,0.0,0,2,8,2,0.333333,0.307692,4,2,2,0,0,0,6,0
L13211,20,31,0.0,0,2,0,2,0.0,0.0,0,3,2,0,0,0,6,0
L12885,39,45,0.0,0,1,1,1,0.5,0.454545,5,1,3,0,0,0,7,0
L13222,20,73,0.348684,2,9,16,2,0.0,0.0,0,7,4,2,2,0,10,0
L5006,20,31,0.0,0,2,21,2,0.0,0.0,0,3,2,0,0,0,6,0
L7999,20,31,0.0,0,2,13,2,0.0,0.0,0,3,2,0,0,0,6,0
L7545,19,41,0.0,0,4,13,2,0.0,0.0,0,5,3,1,1,0,10,0
L13254,26,36,0.0,0,2,10,2,0.333333,0.4,6,2,1,0,0,0,6,0
L3453,20,31,0.0,0,2,43,2,0.0,0.0,0,3,2,0,0,0,6,0
L667,20,31,0.0,0,2,26,2,0.0,0.0,0,3,2,0,0,0,6,0
L13285,18,30,0.0,0,2,2,2,0.0,0.0,0,3,3,0,0,0,8,0
L9600,18,30,0.0,0,2,1,2,0.0,0.0,0,3,3,0,0,0,8,0
L1815,20,32,0.0,0,2,14,2,0.0,0.0,0,3,2,0,0,0,6,0
L13302,18,28,0.0,0,2,2,0,0.0,0.0,0,3,0,0,0,0,2,0
L13601,45,583,0.0,5,159,7,37,0.14285699999999998,0.0452675,22,6,2,1,1,0,20,2
L13317,42,236,0.0,9,65,2,18,0.047619,0.0228571,4,20,4,2,2,0,22,0
L13497,32,92,0.0,2,12,1,11,0.125,0.07017539999999999,4,7,0,0,0,0,7,0
L13890,32,77,0.0,0,13,2,0,0.07142860000000001,0.15,6,13,0,0,0,0,13,0
L13942,38,86,0.0,3,17,2,3,0.125,0.204082,10,7,1,0,0,0,7,1
L8686,30,379,0.359408,3,72,6,5,0.548387,0.372414,108,14,2,3,2,2,33,0
L14110,29,49,0.0,1,4,1,0,0.333333,0.26087,6,2,1,0,0,0,3,0
L14157,26,259,0.600707,1,51,2,0,0.333333,0.305263,58,18,0,1,0,0,27,0
L14695,19,527,0.1946,1,58,0,17,0.0181818,0.0106383,4,54,0,0,0,0,54,0
L375,26,79,0.0,0,9,65,1,1.0,0.769231,40,0,1,0,0,0,9,0
L14282,34,173,0.340557,2,14,57,0,0.181818,0.166667,10,9,1,2,2,0,30,0
L14294,109,139,0.0,0,6,0,2,0.0,0.0,0,7,1,2,2,0,10,0
L14289,141,171,0.0,0,6,0,5,0.0,0.0,0,7,1,2,2,0,10,0
L14336,27,142,0.0,2,24,5,1,0.105263,0.102041,10,17,2,1,1,0,18,0
L14359,27,130,0.161943,1,21,2,13,0.105263,0.130435,12,17,3,1,1,0,18,0
L5475,29,69,0.0,0,8,0,2,0.111111,0.153846,6,8,12,4,0,0,41,0
L14416,36,520,0.183957,2,92,3,3,0.0434783,0.0245232,9,22,15,0,0,0,28,0
L1122,32,298,0.0,2,58,161,26,0.030303,0.0521327,11,32,11,4,4,0,33,0
L18189,30,53,0.0,1,6,4,3,0.25,0.24,6,3,3,8,1,2,48,0
L18207,25,77,0.8809520000000001,2,13,2,2,0.5,0.06,3,1,6,8,0,2,60,0
L9007,55,620,0.0469484,6,133,1,42,0.0416667,0.042735,20,23,3,3,1,2,72,0
L18422,545,549,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L18286,39,527,0.14266700000000002,3,73,19,25,0.583333,0.168675,56,10,6,11,9,2,72,0
L18528,442,521,0.0,2,16,1,4,0.0,0.0,0,13,4,0,0,0,14,0
L23081,25,623,0.526918,1,38,0,41,0.0,0.0,0,33,1,0,0,0,38,0
L23125,393,397,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L23131,436,440,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L23137,472,476,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L23143,515,519,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L23149,552,556,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L23155,597,601,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L18627,43,138,0.58502,4,24,6,12,0.666667,0.204301,19,1,6,1,1,0,4,1
L15414,9,128,0.0,1,10,6,1,0.0,0.0,0,9,1,0,0,0,15,0
L18714,50,62,0.0,0,3,0,0,0.0,0.0,0,4,0,0,0,0,3,0
L18681,70,127,0.0,2,15,2,5,0.0,0.0,0,4,1,0,0,0,4,0
L6025,68,1130,0.17510499999999998,10,149,10,99,0.0882353,0.07814410000000001,64,62,28,33,22,1,126,4
L18925,91,96,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,1,0
L19050,337,343,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19059,353,359,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19068,369,375,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19077,385,391,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19088,421,427,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19097,440,446,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19105,456,463,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L19113,473,479,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L18920,1126,1129,0.0,0,0,2,0,0.0,0.0,0,1,2,0,0,0,0,0
L19301,1122,1124,0.0,0,0,5,0,0.0,0.0,0,1,1,0,0,0,0,0
L19305,35,295,0.0747384,1,63,3,53,0.0172414,0.0291262,6,57,1,29,29,0,57,5
L19501,17,158,0.0,5,33,2,11,1.0,0.203125,26,0,1,0,0,0,7,0
L17384,29,95,0.0,2,10,3,10,0.333333,0.16129000000000002,10,4,28,33,0,1,121,1
L17364,20,31,0.0,0,2,21,2,0.0,0.0,0,3,2,0,0,0,6,0
L17379,39,304,0.0,6,41,3,24,0.333333,0.135747,30,6,37,33,0,1,128,3
L18979,130,204,0.0,1,21,5,2,0.0,0.0,0,10,6,6,6,0,9,0
L19919,54,437,0.0,4,75,3,40,0.0416667,0.0276923,9,23,9,12,11,2,68,3
L12133,29,143,0.0,1,27,59,25,0.037037,0.0337079,3,26,2,11,11,2,28,2
L20158,30,138,0.0,4,16,1,33,0.0,0.011236,1,8,10,13,1,2,71,1
L20112,59,500,0.0,7,61,3,60,0.333333,0.0909091,24,6,13,13,1,2,73,4
L20255,319,453,0.0,6,20,0,41,0.0,0.027522900000000003,3,2,0,0,0,0,1,1
L19733,48,514,0.291262,5,59,4,44,0.05,0.0175439,6,19,28,33,10,1,127,5
L20333,256,261,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,2
L20344,274,279,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,2
L20354,292,297,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,2
L20367,340,345,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,3
L20378,358,363,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,3
L20393,385,390,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,3
L20426,501,513,0.0,0,2,1,0,0.0,0.0,0,3,1,0,0,0,2,1
L17374,28,42,0.0,0,3,3,2,0.25,0.333333,6,3,28,33,0,1,120,0
L19571,44,345,0.310069,6,38,4,37,0.0526316,0.0393013,9,18,28,33,10,1,125,4
L20494,126,131,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L20503,144,149,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L20512,163,168,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L20524,203,208,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,2
L20533,222,227,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L20543,245,250,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L19119,27,62,0.0,1,5,3,4,0.2,0.184211,7,4,4,0,0,0,4,0
L20579,38,599,0.312064,2,110,2,15,0.016128999999999998,0.0154185,7,61,39,38,38,0,71,5
L20171,40,103,0.0,2,11,1,7,0.125,0.105263,6,7,40,38,0,0,72,0
L20176,39,94,0.0,1,11,1,9,0.125,0.122449,6,7,40,38,0,0,72,0
L20922,36,104,0.0,5,15,2,12,0.125,0.15625,10,7,2,30,1,0,64,1
L20075,28,36,0.0,0,2,1,1,0.333333,0.466667,7,2,2,33,0,0,74,0
L20067,35,187,0.168096,5,34,4,14,0.166667,0.120301,16,5,2,32,2,0,70,0
L20080,41,263,0.164824,7,49,5,28,0.125,0.0923913,17,7,2,33,3,0,72,0
L17369,33,158,0.0,4,20,4,18,0.2,0.0648148,7,4,28,33,0,1,120,1
L19677,52,141,0.247368,2,11,3,5,1.0,0.578431,59,0,2,3,3,0,6,0
L21093,26,41,0.0,0,3,1,0,0.25,0.315789,6,3,1,0,0,0,3,0
L18209,31,196,0.0962264,2,31,12,10,0.235294,0.11428599999999997,16,13,6,8,6,2,54,0
L23160,15,121,0.118919,0,14,0,19,0.0,0.0,0,15,1,0,0,0,14,0
L19553,34,104,0.0,1,15,5,11,0.111111,0.102941,7,8,6,8,1,2,62,0
L23184,21,404,0.4280270000000001,0,25,0,10,0.0384615,0.0138408,4,25,1,0,0,0,25,0
L19544,34,215,0.076412,1,39,7,17,0.07142860000000001,0.0410959,6,13,7,9,3,2,68,0
L23220,24,441,0.218735,0,35,0,22,0.0277778,0.012944999999999998,4,35,4,0,0,0,35,0
L12152,37,153,0.11828,1,24,7,10,0.111111,0.125,13,16,4,9,7,2,51,0
L12632,13,152,0.0,2,34,13,13,0.0588235,0.0545455,6,16,4,8,6,2,50,0
L23275,16,158,0.0,0,20,0,19,0.0,0.0,0,21,1,0,0,0,20,0
L14854,43,358,0.0381944,3,45,2,29,0.0277778,0.0208333,4,35,6,8,8,0,47,5
L14997,277,334,0.0,1,7,3,3,0.0,0.0,0,4,3,0,0,0,7,0
L15075,312,327,0.0,0,3,0,0,0.0,0.0,0,4,0,2,2,1,3,0
L15003,336,357,0.578947,0,1,1,1,0.0,0.0,0,2,0,0,0,0,4,0
L15084,340,355,0.970588,0,3,0,3,0.0,0.0,0,4,0,0,0,0,3,0
L15197,52,739,0.35638800000000004,4,98,5,63,0.0277778,0.0108303,6,35,8,9,8,0,67,5
L15219,66,70,0.0,0,2,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L15255,122,131,0.0,1,2,0,3,0.0,0.0,0,2,0,1,1,0,1,0
L15261,134,138,0.0,0,2,0,1,0.0,0.0,0,2,0,1,1,0,1,0
L15267,141,145,0.0,0,2,0,1,0.0,0.0,0,2,0,1,1,0,1,0
L15093,35,220,0.0,2,37,1,5,0.0285714,0.0261438,4,34,2,8,8,0,35,5
L15458,30,186,0.0,0,34,1,0,0.0285714,0.03125,4,34,0,7,7,0,34,5
L15547,51,594,0.359274,4,55,8,45,0.0277778,0.0106667,4,35,8,9,8,0,79,6
L15624,226,243,1.0,0,3,0,3,0.0,0.0,0,4,1,0,0,0,3,0
L15633,253,271,1.0,0,3,0,3,0.0,0.0,0,4,1,0,0,0,3,0
L15648,281,304,0.8852459999999999,0,1,0,1,0.0,0.0,0,2,0,0,0,0,4,0
L15652,284,302,1.0,0,3,0,3,0.0,0.0,0,4,1,0,0,0,3,0
L15692,373,378,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L15706,389,394,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L15718,405,410,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L15728,421,429,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L15740,440,449,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L15751,462,470,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,2
L15759,570,593,0.0,1,5,1,1,0.0,0.0,0,2,3,0,0,0,2,0
L18177,19,84,0.0,2,12,0,21,0.166667,0.0566038,3,5,1,0,0,1,5,0
L18097,18,162,0.300633,2,22,0,16,0.125,0.0344828,4,7,3,0,0,0,8,0
L18113,40,45,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L18146,19,204,0.186698,2,44,0,17,0.08333330000000001,0.0263158,4,11,3,0,0,0,11,0
L14975,35,356,0.0,3,38,5,20,0.0434783,0.027272700000000004,6,22,16,8,8,3,30,0
L14970,317,327,0.0,0,1,7,0,0.0,0.0,0,2,3,0,0,0,1,0
L17171,329,355,0.0,1,5,1,2,0.0,0.0,0,4,1,0,0,0,4,0
L17251,16,122,0.0,2,17,1,20,0.08333330000000001,0.0487805,4,11,4,7,3,4,28,0
L17318,40,116,0.154047,4,20,0,12,0.666667,0.2,15,1,1,1,1,0,2,1
L17289,7,41,0.0,0,7,2,0,0.125,0.125,4,7,3,3,3,3,7,0
L17405,16,141,0.0,3,17,1,18,0.08333330000000001,0.0444444,4,11,5,7,3,4,31,0
L17450,124,140,0.0,0,3,2,0,0.0,0.0,0,4,2,2,2,0,3,0
L17434,7,46,0.0,0,8,3,0,0.111111,0.11428599999999997,4,8,3,3,3,3,8,0
L17485,24,32,0.0,0,2,1,2,0.333333,0.333333,4,2,2,0,0,0,8,0
L14868,42,1898,0.163589,4,244,5,99,0.037037,0.00288392,4,26,33,7,6,3,82,1
L17614,1834,1850,0.0,0,1,1,0,0.0,0.0,0,1,6,0,0,0,1,0
L17794,1852,1862,0.0,0,1,1,0,0.0,0.0,0,1,3,0,0,0,1,0
L17543,1876,1897,0.0,1,4,1,1,0.0,0.0,0,3,2,0,0,0,2,0
L17807,1864,1874,0.0,0,1,1,0,0.0,0.0,0,1,3,0,0,0,1,0
L12363,25,44,0.0,0,3,3,3,0.25,0.2,4,3,2,1,1,1,3,0
L17944,28,276,0.0,2,29,2,14,0.2,0.0232558,3,4,15,1,1,0,20,0
L18033,258,275,0.0,0,2,1,5,0.0,0.0,0,2,0,0,0,0,1,0
L18028,194,256,0.0,2,13,1,8,0.0,0.0,0,3,0,2,2,0,6,0
L15833,22,56,0.547619,1,7,2,2,0.25,0.13333299999999998,4,3,5,0,0,0,3,0
L15856,28,280,0.118993,2,54,4,2,0.0909091,0.0228571,4,10,6,1,1,0,18,0
L15920,256,279,0.0,1,4,1,0,0.0,0.0,0,4,1,0,0,0,3,0
L16836,15,412,0.5775939999999999,2,44,0,14,0.0625,0.0139373,4,15,0,0,0,0,15,0
L15937,9,13,0.0,0,1,0,1,0.5,0.444444,4,1,2,0,0,0,7,0
L15837,7,78,0.21600000000000005,1,19,23,2,0.111111,0.06451609999999999,4,8,5,3,3,0,8,0
L15942,29,117,0.232068,1,22,25,4,0.1,0.056338,4,9,5,2,2,1,14,0
L16068,23,65,0.335404,1,12,5,0,0.25,0.097561,4,3,4,0,0,0,3,0
L16104,30,672,0.0447902,5,100,13,47,0.0322581,0.0148936,7,30,17,5,5,2,49,0
L16385,656,661,0.0,0,1,0,1,0.0,0.0,0,2,0,1,1,0,1,0
L16389,664,669,0.0,0,1,0,0,0.0,0.0,0,2,0,1,1,0,1,0
L16134,592,644,0.565476,1,14,1,0,0.0,0.0,0,5,2,0,0,0,5,0
L16118,65,1034,0.062365,5,120,6,58,0.04,0.0077821,4,24,21,1,1,2,51,0
L16452,103,111,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L16629,901,955,0.0,5,8,1,9,0.0,0.0,0,2,1,0,0,0,2,0
L16400,722,774,0.565476,1,14,4,0,0.0,0.0,0,5,2,0,0,0,5,0
L16504,1001,1033,0.466019,1,8,1,0,0.0,0.0,0,3,2,0,0,0,3,0
L16487,776,899,0.0,6,28,1,15,0.0,0.0,0,2,0,0,0,0,3,0
L16703,957,999,0.0,5,5,1,6,0.0,0.0,0,2,1,0,0,0,2,0
L16858,30,903,0.535382,3,95,0,62,0.0,0.0,0,23,6,0,0,1,29,0
L17012,29,279,0.519084,2,26,0,26,0.14285699999999998,0.0216216,4,6,6,0,0,0,9,0
L16403,7,17,0.0,0,1,4,0,1.0,0.307692,4,0,3,0,0,0,1,0
L15614,28,96,0.213974,1,8,3,3,0.2,0.0731707,3,4,3,0,0,0,9,0
L22349,48,70,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,4,0
L22354,51,66,0.0,0,3,0,0,0.0,0.0,0,4,0,2,2,1,3,0
L11092,31,109,0.176259,1,8,7,4,0.2,0.0681818,3,4,4,0,0,0,9,0
L22391,51,80,0.0,1,2,0,0,0.0,0.0,0,2,0,0,0,0,4,0
L22396,61,76,0.0,0,3,0,0,0.0,0.0,0,4,0,2,2,1,3,0
L15553,50,1470,0.217768,6,153,12,86,0.0434783,0.00372093,4,22,25,9,5,1,73,4
L21571,717,726,1.0,1,3,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L21601,790,799,1.0,1,3,0,0,0.0,0.0,0,2,0,0,0,0,1,2
L21617,858,867,1.0,1,3,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L21709,1409,1424,0.0,0,3,0,0,0.0,0.0,0,4,0,2,2,1,3,3
L21429,1427,1439,0.0,0,2,1,0,0.0,0.0,0,2,2,1,1,0,2,1
L21621,1461,1469,0.0,0,1,1,0,0.0,0.0,0,1,2,0,0,0,1,1
L21403,37,446,0.0416918,3,57,3,25,0.0384615,0.0217391,6,25,24,15,8,11,46,1
L21445,391,445,0.0,1,14,4,2,0.0,0.0,0,6,5,0,0,0,5,1
L10923,9,24,0.0,0,4,5,4,0.2,0.235294,4,4,1,0,0,0,8,0
L21472,7,61,0.371585,1,16,4,0,0.125,0.0816327,4,7,3,2,2,0,7,0
L21503,27,93,0.0,1,10,3,7,0.1,0.261538,17,9,15,10,3,7,25,0
L21898,24,258,0.372305,3,61,0,20,0.047619,0.0212766,4,20,3,0,0,0,21,0
L21937,20,288,0.72125,2,37,0,21,0.125,0.0190476,4,7,0,0,0,0,7,0
L21979,18,175,0.489583,2,22,0,13,0.25,0.032520299999999995,4,3,0,0,0,0,3,0
L21985,25,531,0.963027,3,99,1,27,0.0588235,0.0103359,4,16,4,0,0,0,19,0
L22071,23,298,0.17647100000000002,2,58,1,20,0.07142860000000001,0.0184332,4,13,4,0,0,0,14,0
L22104,37,396,0.863701,5,35,0,52,0.0666667,0.0143885,4,14,15,0,0,0,37,0
L22245,15,60,0.0,0,2,0,9,0.333333,0.108108,4,2,0,0,0,0,2,0
L22250,38,358,0.7584270000000001,5,34,0,55,0.0555556,0.0165975,4,17,15,0,0,0,41,3
L22439,6,7,0.0,0,0,0,0,1.0,0.6,3,0,0,0,0,0,0,0
L22442,12,27,0.0,0,3,2,8,0.5,0.17647100000000002,3,1,9,8,1,6,19,2
L11021,9,56,0.403101,1,11,15,0,0.14285699999999998,0.0731707,3,6,4,2,2,0,6,0
L10998,61,1420,0.20976,6,148,5,87,0.0384615,0.0126214,13,25,23,12,8,1,79,0
L22673,629,638,1.0,1,3,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L22696,695,704,1.0,1,3,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L22714,757,766,1.0,1,3,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L22515,1351,1373,0.0,0,4,1,0,0.0,0.0,0,1,3,2,2,0,4,0
L22544,1375,1387,0.0,0,2,1,0,0.0,0.0,0,2,2,1,1,0,2,0
L22719,1411,1419,0.0,0,1,1,0,0.0,0.0,0,1,2,0,0,0,1,0
L22526,38,449,0.07172739999999997,3,54,4,24,0.0384615,0.0340909,9,25,26,16,8,12,53,0
L22576,379,448,0.196154,1,17,4,2,0.0,0.0,0,9,5,2,2,1,8,0
L22939,21,288,0.782342,2,37,0,23,0.125,0.0191388,4,7,0,0,0,0,7,0
L22955,19,176,0.427813,2,22,0,16,0.25,0.0403226,5,3,0,0,0,0,3,0
L22961,25,540,0.945036,3,100,1,26,0.0588235,0.0101781,4,16,3,0,0,0,20,0
L23015,37,347,0.7629199999999999,5,34,0,55,0.0555556,0.017093999999999998,4,17,11,0,0,0,42,1
L22626,12,58,0.0,0,9,1,8,0.1,0.075,3,9,14,10,2,9,28,2
L12380,8,51,0.0,1,8,31,10,0.0,0.0,0,3,4,0,0,0,2,0
L23336,5,11,0.0,0,2,1,0,0.0,0.0,0,3,0,0,0,0,2,0
L23686,19,122,0.0,1,13,0,23,0.2,0.181818,16,4,3,0,0,1,6,0
L23369,21,34,0.0,0,3,1,0,0.0,0.0,0,4,1,0,0,0,3,0
L23377,40,405,0.0,3,79,8,21,0.421053,0.249191,77,11,20,5,5,4,29,0
L23475,20,32,0.0,0,2,1,2,0.0,0.0,0,3,2,0,0,0,6,0
L23506,29,99,0.0,2,18,0,2,0.0909091,0.111111,7,10,3,0,0,0,10,0
L3905,35,100,0.0,1,13,7,13,0.25,0.177419,11,6,28,5,0,6,48,1
L3949,33,267,0.0,3,39,18,18,0.6,0.222798,43,4,21,5,0,5,35,1
L23540,37,383,0.173714,4,73,4,20,0.545455,0.202847,57,5,25,5,0,6,40,1
L23720,24,35,0.0,0,2,1,0,0.333333,0.4,6,2,1,0,0,0,2,0
L2561,36,210,0.100806,4,19,20,12,0.25,0.107143,12,6,5,1,1,0,14,2
L23778,100,104,1.0,0,1,0,0,0.0,0.0,0,2,0,1,1,0,1,1
L23785,109,113,1.0,0,1,0,0,0.0,0.0,0,2,0,1,1,0,1,1
L23729,46,67,0.0,1,7,1,0,0.333333,0.136364,3,2,1,0,0,0,3,1
L23816,9,57,0.0,1,3,0,4,0.0,0.0,0,3,0,0,0,0,5,0
L23820,38,55,0.0,1,6,1,0,0.25,0.0625,1,3,0,0,0,0,3,0
L26202,16,71,0.0,1,6,0,16,0.0,0.104167,5,4,2,0,0,1,4,0
L8896,46,212,0.0,2,23,22,29,0.166667,0.06930689999999999,7,10,11,7,7,0,18,0
L24080,110,117,0.0,1,2,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L24092,120,138,0.0,2,4,0,7,0.0,0.0,0,2,0,0,0,0,1,0
L24116,146,155,0.0,1,2,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L24128,158,165,0.0,1,2,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L24141,167,174,0.0,1,2,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L23850,30,104,0.0,2,15,1,3,0.07142860000000001,0.0882353,6,13,1,5,5,1,13,1
L23880,32,51,0.0,0,3,0,6,0.25,0.25,6,3,0,1,1,0,3,0
L3551,40,181,0.0,3,25,20,21,0.210526,0.221311,27,15,2,5,5,5,19,1
L23946,40,116,0.0,3,14,1,14,0.125,0.119403,8,7,1,2,2,0,8,0
L23976,29,63,0.0,0,7,1,7,0.125,0.171429,6,7,2,2,2,1,9,0
L9000,28,71,0.0,0,9,1,6,0.111111,0.121951,5,8,2,3,1,2,41,0
L4673,24,50,0.0,3,15,1,0,0.2,0.206897,6,4,1,0,0,0,4,0
L8755,65,1274,0.07731360000000001,5,276,19,69,0.08045980000000001,0.08664630000000001,85,80,18,27,26,19,128,6
L24576,871,884,0.0,1,3,0,8,0.0,0.0,0,2,0,0,0,0,1,0
L12220,58,768,0.07646180000000001,4,173,8,48,0.164179,0.105519,65,56,16,18,17,26,96,0
L12166,34,194,0.0,0,32,5,32,0.030303,0.0510949,7,32,2,8,8,1,34,0
L24073,57,706,0.0,2,79,24,28,0.236842,0.136808,42,29,6,10,9,1,88,3
L25183,71,76,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L25276,443,461,0.0,3,4,0,5,0.0,0.111111,2,2,0,0,0,0,1,0
L25286,467,474,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L25292,483,535,0.0,3,8,0,9,0.0,0.108696,5,2,0,0,0,0,1,0
L25303,544,565,0.0,2,2,0,4,0.0,0.0,0,2,0,0,0,0,1,0
L25314,571,576,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L25325,583,595,0.0,2,3,0,4,0.0,0.0,0,2,0,0,0,0,1,0
L25331,600,608,0.0,0,1,0,6,0.0,0.0,0,2,0,0,0,0,1,0
L25338,631,637,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L25344,642,647,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L25211,134,144,0.0,2,4,0,3,0.0,0.0,0,2,0,0,0,0,1,0
L25224,178,220,0.0,4,10,0,9,0.0,0.0277778,1,2,0,0,0,0,1,0
L25231,246,276,0.0,4,8,0,11,0.0,0.08,2,2,0,0,0,0,1,0
L25240,319,341,0.0,1,5,0,8,0.0,0.0,0,2,0,0,0,0,1,1
