ID,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L94426,0.0,0,6,2,0,0.14285699999999998,0.10256400000000004,4,6,3,3,3,2,6,0
L94043,0.16279100000000002,1,25,20,6,0.0,0.0840336,10,14,3,7,7,0,18,0
L94271,0.0,3,14,1,2,0.0,0.0,0,8,2,0,0,0,16,0
L94287,0.0,1,6,0,5,0.0,0.0,0,3,0,0,0,0,2,0
L94274,0.0,1,21,1,5,0.0,0.0,0,6,5,0,0,0,7,0
L93610,0.058548,2,8,18,6,0.2,0.0869565,4,4,3,3,3,0,29,1
L94100,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94110,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L94135,0.0,1,5,1,2,0.0,0.0,0,5,0,0,0,0,10,1
L94147,0.0,1,6,1,4,0.0,0.025,1,4,1,0,0,0,8,0
L94142,0.0,1,4,1,3,0.0,0.0,0,3,0,0,0,0,4,0
L94337,0.442524,1,12,0,12,0.0,0.134884,29,11,9,0,0,0,11,0
L94204,0.0,0,7,4,12,0.14285699999999998,0.103448,6,6,6,1,1,0,15,0
L94242,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L94224,0.0,1,2,1,1,0.0,0.0,0,2,0,0,0,0,7,0
L94376,0.21739099999999997,2,7,0,20,0.0,0.0689655,4,3,2,1,1,0,4,0
L94402,0.15,0,5,0,11,0.0,0.159574,15,6,9,0,0,0,5,0
L94627,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94753,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,2,0
L94761,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94774,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L94800,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94813,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94829,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94839,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94846,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L94862,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94873,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94645,0.9864860000000001,1,2,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94886,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94895,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94904,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94913,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94922,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94931,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94940,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94949,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94959,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94664,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L94684,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,2,0
L94702,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94719,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,2,0
L94727,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L94736,0.0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,2,0
L94744,0.0,0,1,0,0,0.5,0.11111099999999999,1,1,21,2,0,0,7,0
L93753,0.57289,3,15,23,11,0.0,0.0106383,1,8,5,0,0,1,7,0
L95005,0.0,0,2,2,4,0.0,0.043478300000000004,1,3,4,0,0,0,5,0
L95018,0.0,1,2,1,1,0.0,0.0,0,2,0,0,0,0,3,0
L94010,0.0,0,5,20,0,0.0,0.0,0,6,3,0,0,0,5,0
L95048,0.0,0,1,2,1,0.0,0.0,0,2,0,0,0,0,5,0
L93326,0.0,2,57,6,50,0.07142860000000001,0.07537689999999997,30,26,12,2,2,0,72,0
L95346,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95388,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95394,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95175,0.0,0,6,2,0,0.0,0.0,0,2,3,0,0,0,6,0
L95207,0.0,4,9,1,5,0.0,0.0652174,3,2,0,0,0,0,1,0
L95662,0.0,1,7,0,14,0.0,0.1,8,4,0,0,0,0,4,0
L93848,0.0,2,9,5,6,0.333333,0.14516099999999998,9,2,26,7,2,0,38,0
L95025,0.0,0,3,1,4,0.0,0.0,0,4,17,6,1,0,29,0
L95541,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95560,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95586,0.0,0,6,4,2,1.0,0.4,20,0,2,0,0,0,16,0
L95597,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95604,0.0,0,1,1,1,0.0,0.0,0,2,1,0,0,0,8,0
L95615,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,7,0
L95625,0.0,0,2,0,0,0.0,0.0,0,1,4,1,0,1,6,0
L95636,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95651,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95720,0.0,1,2,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95738,0.0,0,2,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95796,0.177215,2,34,2,18,0.0384615,0.08474580000000001,20,25,21,6,1,0,67,0
L95831,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L96016,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L96026,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95839,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95851,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95859,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95933,0.0,0,1,0,4,0.0,0.0,0,2,0,0,0,0,1,0
L95950,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95960,0.0,0,2,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95978,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L95986,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L95907,0.0,0,2,1,1,0.0,0.0,0,2,2,0,0,0,2,0
L95878,0.0,1,3,1,0,0.0,0.0,0,2,1,0,0,0,2,0
L94681,0.0,1,3,12,0,0.0,0.0,0,2,0,0,0,0,2,0
L93757,0.0,1,11,1,6,0.0,0.212121,14,7,4,1,1,0,18,0
L96117,0.0,0,2,1,3,0.0,0.0,0,3,5,0,0,0,3,0
L96123,0.0,0,2,1,3,0.0,0.0,0,3,5,0,0,0,3,0
L96064,0.0,1,9,1,0,0.0,0.097561,4,4,4,0,0,0,4,0
L96134,0.0,0,1,2,0,0.0,0.0,0,1,5,0,0,0,2,0
L93913,0.0,0,3,1,4,0.0,0.0,0,4,4,1,1,0,3,0
L93921,0.0,0,3,2,1,0.0,0.0,0,2,26,6,1,0,36,0
L93745,0.0,1,11,9,10,0.0,0.0,0,7,8,0,0,0,41,0
L97520,0.0,0,1,0,0,0.0,0.0,0,1,4,0,0,0,4,0
L97360,0.0,2,19,1,15,0.0,0.0,0,13,6,3,3,1,15,0
L97464,0.0,2,5,3,3,0.0,0.0,0,2,4,0,0,0,3,0
L97397,0.0,2,14,2,9,0.0,0.011236,1,11,7,3,3,1,13,0
L97534,0.253612,1,13,0,16,0.0,0.138211,17,7,4,0,0,0,8,0
L93346,0.0,0,5,22,0,0.0,0.0,0,6,3,3,3,0,5,0
L97600,0.0,2,5,1,5,0.5,0.361111,13,1,0,0,0,0,3,0
L97274,0.0,0,3,2,4,0.0,0.0,0,2,11,2,2,0,9,0
L97765,0.0,0,1,0,1,0.0,0.0,0,2,0,1,1,0,1,0
L94690,0.0,0,5,40,0,0.0,0.0,0,6,2,2,2,0,5,0
L97780,0.0,0,1,0,0,0.0,0.0,0,2,3,0,0,0,2,0
L95319,0.0,1,34,1,1,0.0,0.0,0,33,1,12,12,1,33,0
L95325,0.0,1,20,1,1,0.0,0.0,0,20,1,10,10,1,19,0
L97755,0.0940439,5,35,2,40,0.0,0.00487805,1,14,8,7,7,0,19,0
L97879,0.32133,1,6,0,5,0.0,0.0,0,2,2,1,0,0,44,0
L97885,0.394558,2,9,3,12,0.0,0.0,0,2,3,6,1,0,21,0
L97899,1.0,1,4,0,1,0.0,0.0,0,3,0,0,0,0,2,0
L97911,1.0,1,4,0,1,0.0,0.0,0,3,0,0,0,0,2,0
L97312,0.0,1,3,2,13,0.0,0.0,0,3,3,1,1,0,2,0
L97945,0.0,1,6,0,5,0.0,0.0,0,2,2,1,0,0,45,0
L97951,0.0,1,12,1,16,0.0,0.0,0,9,3,10,5,0,22,0
L97307,0.0,1,10,2,16,0.0,0.0,0,10,7,3,2,0,17,0
L98603,0.0,1,2,0,6,0.0,0.0,0,1,6,21,0,3,63,0
L98719,0.0,2,9,4,3,0.0,0.09433960000000001,5,3,2,0,0,0,14,0
L98792,0.0,4,6,0,7,0.0,0.097561,4,2,1,0,0,0,1,0
L98720,0.0,0,5,2,0,0.0,0.0,0,5,2,2,2,1,6,0
L98734,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L98810,0.0,0,1,1,0,0.0,0.0,0,2,0,0,0,0,4,0
L98813,0.0684211,5,34,4,17,0.0,0.0687831,13,12,9,2,2,0,37,0
L98824,0.43333299999999997,1,5,0,3,0.0,0.0,0,4,0,3,3,0,3,0
L98838,0.764706,0,3,0,1,0.0,0.0,0,4,0,3,3,0,3,0
L98857,0.0,0,2,0,0,0.0,0.0,0,1,1,0,0,0,9,0
L98918,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L98939,0.0,1,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L98895,0.0,2,5,2,0,0.5,0.186047,8,1,1,0,0,0,3,0
L97192,0.0,1,3,2,2,0.0,0.0,0,3,1,1,1,0,2,0
L98951,0.0,1,5,1,7,0.0,0.05,2,5,5,0,0,0,4,0
L98981,0.0722892,3,10,1,13,0.0,0.0897436,7,6,7,2,2,0,9,0
L99018,0.580645,1,3,0,1,0.0,0.0,0,3,0,0,0,0,3,0
L97239,0.0,0,3,3,4,0.0,0.0,0,2,8,2,2,0,9,0
L97260,0.0,0,3,1,8,0.0,0.0,0,2,12,2,2,0,8,0
L60021,0.0657194,2,40,33,16,0.0,0.0,0,16,7,5,5,2,26,0
L88158,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L88879,0.0,1,12,2,25,0.0,0.0,0,6,4,0,0,0,10,0
L88891,0.0,2,2,0,8,0.0,0.0,0,2,0,0,0,0,1,0
L88898,0.0,3,4,0,6,0.0,0.0285714,1,2,0,0,0,0,1,0
L88908,0.0,0,1,0,0,0.0,0.2,2,2,1,0,0,0,1,0
L88927,0.0,0,1,0,4,0.0,0.0,0,2,0,0,0,0,40,0
L88930,0.0,0,6,1,1,0.0,0.0,0,7,2,15,1,4,39,0
L51108,0.0,5,28,6,4,0.0,0.0,0,3,2,0,0,0,15,0
L51116,0.0,2,5,4,1,0.0,0.0,0,1,0,0,0,0,21,0
L51284,0.0,0,1,0,1,0.0,0.0,0,1,2,0,0,0,5,0
L51292,0.0,5,23,1,1,0.0,0.0,0,1,4,0,0,0,8,0
L51357,0.0,2,6,0,3,0.0,0.0217391,1,1,3,0,0,0,15,0
L51389,0.0,1,2,0,1,0.0,0.0,0,1,2,0,0,0,15,0
L51450,0.0,4,38,3,50,0.0384615,0.0206612,5,25,3,0,0,0,27,0
L58431,0.0493601,1,13,0,3,0.0,0.0869565,8,5,1,0,0,0,25,0
L58438,0.0,1,2,0,6,0.0,0.136364,3,2,0,0,0,0,1,0
L58445,0.0,0,1,0,6,0.0,0.166667,2,2,0,0,0,0,1,0
L58472,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L58492,0.0,0,1,0,1,0.0,0.0,0,1,1,0,0,0,3,0
L58510,0.0,0,1,0,1,0.0,0.0,0,1,1,0,0,0,3,0
L58519,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L58528,0.0,0,1,0,4,0.0,0.0,0,2,0,0,0,0,1,0
L58485,0.0,1,4,3,0,0.0,0.0,0,2,1,0,0,0,3,0
L51648,0.0,2,29,2,26,0.0,0.019354800000000002,3,10,3,0,0,0,14,0
L58547,0.6577729999999999,1,21,0,10,0.0,0.12173900000000001,28,11,1,0,0,0,12,0
L58572,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L58575,0.743243,0,6,0,8,0.0,0.25,15,6,0,0,0,0,6,0
L51746,0.0,1,5,1,7,0.0,0.0,0,4,1,0,0,0,3,0
L58589,0.0,0,13,0,16,0.0,0.264706,45,14,1,0,0,0,14,0
L58606,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L54229,0.0,2,8,2,3,0.0,0.0,0,5,2,0,0,0,4,0
L54250,0.0,1,13,1,31,0.2,0.34928200000000004,73,4,21,2,2,0,12,0
L58975,0.323276,2,14,0,17,0.0,0.09259260000000001,15,8,4,1,1,0,15,0
L59016,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L53619,0.0,3,9,6,1,0.125,0.059523800000000016,5,7,2,1,1,0,7,0
L59022,0.0,0,3,0,5,0.0,0.2,6,4,1,0,0,0,3,0
L51475,0.0,2,22,39,14,0.0,0.0,0,14,11,3,3,0,17,0
L59030,0.0,0,1,0,5,0.0,0.185185,5,2,0,0,0,0,1,0
L59033,0.0,2,2,0,7,0.0,0.04,1,2,0,0,0,0,86,0
L59036,0.0,0,1,1,1,0.0,0.0,0,2,57,10,0,0,85,0
L46789,0.0,3,42,15,26,0.0625,0.0269231,7,15,18,0,0,0,35,0
L54693,0.0,1,10,0,19,0.0,0.0227273,2,6,0,0,0,0,5,0
L54739,0.0,0,1,0,1,0.0,0.0,0,1,3,0,0,0,3,0
L54745,0.0,0,1,0,1,0.0,0.0,0,1,3,0,0,0,3,0
L59042,0.0,2,4,0,14,0.333333,0.2,13,2,2,0,0,0,2,0
L54294,0.817967,3,29,6,12,0.1,0.0229008,3,9,4,0,0,0,10,0
L54362,0.0391823,3,23,5,10,0.0,0.0331126,5,13,4,2,2,0,108,0
L54972,0.0,0,13,3,0,0.0,0.0,0,13,1,5,5,1,13,0
L54900,0.0,0,4,1,2,0.0,0.0,0,4,1,6,1,1,16,0
L54857,0.0,0,3,2,1,0.0,0.0,0,4,2,0,0,0,3,0
L54874,0.0,0,22,1,4,0.0454545,0.026087,3,21,1,13,7,1,36,0
L54925,0.0,1,7,1,1,0.0,0.0,0,4,1,0,0,0,4,0
L54892,0.0,0,9,1,4,0.0,0.0,0,9,1,11,5,1,23,0
L59051,0.670659,1,6,0,6,0.0,0.193182,17,6,0,0,0,0,5,0
L54438,0.08235289999999999,0,30,2,35,0.0322581,0.0995671,23,30,4,0,0,0,30,0
L59063,0.27762,0,14,0,21,0.0,0.215569,36,15,7,0,0,0,14,0
L59103,0.495575,0,6,0,7,0.2,0.24615399999999998,16,4,0,0,0,0,6,0
L54377,0.0,0,7,1,0,0.0,0.0,0,8,0,1,1,1,7,0
L55222,0.772727,2,7,3,2,0.25,0.122449,6,3,2,0,0,0,3,0
L54497,0.057613199999999996,3,70,2,65,0.132075,0.0359712,15,46,5,0,0,0,61,0
L59120,0.0,1,3,0,4,0.0,0.14285699999999998,4,3,0,0,0,0,2,0
L59124,0.0,2,6,0,7,0.0,0.0,0,5,1,0,0,1,4,0
L59132,0.0,1,2,0,12,0.0,0.0909091,3,2,2,0,0,0,2,0
L54415,0.0,0,3,1,2,0.0,0.0,0,4,1,0,0,0,3,0
L54403,0.30843000000000004,4,125,9,131,0.0185185,0.0293296,21,53,5,0,0,0,68,1
L57157,0.0,1,2,0,3,0.0,0.0,0,2,0,0,0,0,1,0
L57274,0.0,1,3,1,1,0.0,0.0,0,3,2,0,0,0,2,0
L57281,0.0,2,6,1,6,0.0,0.0,0,3,3,0,0,0,2,0
L59149,0.0,0,2,0,3,0.0,0.193548,6,3,0,0,0,0,2,0
L46794,0.13134300000000002,1,20,7,0,0.0,0.0,0,12,8,0,0,0,13,0
L59153,0.0,1,5,8,10,0.0,0.0217391,1,4,0,0,0,0,5,0
L59158,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L59163,0.475066,1,12,0,5,0.0,0.125,21,8,6,0,0,0,12,0
L59182,0.0,0,1,1,1,0.0,0.0,0,1,1,1,0,0,5,0
L58398,0.0,1,4,0,14,0.0,0.10843399999999999,9,4,0,0,0,0,10,0
L58403,0.0,0,2,1,3,0.0,0.0,0,2,3,0,0,0,7,0
L51822,0.0,0,16,3,14,0.0,0.0,0,16,0,5,5,0,16,0
L51882,0.0,0,9,2,1,0.0,0.0,0,10,3,4,3,0,15,0
L53027,0.0,1,2,4,0,0.0,0.0,0,2,1,0,0,0,3,0
L51904,0.0,2,21,3,6,0.14285699999999998,0.07894739999999999,9,6,3,5,0,0,30,0
L51956,0.0,1,2,0,3,0.0,0.0,0,3,1,0,0,0,4,0
L53033,0.577151,1,16,0,11,0.0,0.17757,38,15,0,0,0,0,82,0
L53055,1.0,0,1,0,1,0.0,0.0,0,2,0,4,0,0,15,0
L53066,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53071,1.0,0,1,0,1,0.0,0.0,0,2,0,4,0,0,15,0
L53075,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53080,0.0,0,1,0,1,0.0,0.0,0,2,0,4,0,0,15,0
L53087,0.0,1,2,0,3,0.0,0.0,0,2,0,0,0,0,1,0
L53092,1.0,0,1,0,1,0.0,0.0,0,2,0,4,0,0,15,0
L53096,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53102,0.9523809999999999,1,2,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L37981,0.0,1,10,2,3,0.0,0.0,0,10,12,6,4,1,27,0
L53122,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,8,0
L51906,0.0,0,2,1,0,0.0,0.0,0,2,1,5,1,0,17,0
L51950,0.0,0,2,5,1,0.0,0.0,0,3,1,0,0,0,4,0
L51992,0.0,0,7,3,6,0.0,0.0,0,8,5,4,1,0,16,0
L52018,0.0,0,2,1,2,0.0,0.0,0,2,4,0,0,0,2,0
L52041,0.6118520000000001,2,24,9,19,0.0,0.0115385,3,21,4,4,4,1,26,0
L52070,0.0,1,3,1,3,0.0,0.0,0,3,1,0,0,0,5,0
L53148,0.034324900000000005,1,11,0,9,0.0,0.175,21,6,0,0,0,0,15,0
L53173,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L53183,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,2,0
L53188,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53194,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L53199,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L53204,1.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L53207,0.081803,2,7,1,30,0.0,0.11320799999999999,12,5,6,0,0,0,25,0
L53210,0.0,0,8,2,6,0.0,0.0,0,9,2,0,0,0,19,0
L53275,0.0,1,3,0,0,0.0,0.0,0,3,1,0,0,0,3,0
L53409,0.162912,2,12,0,30,0.0,0.13861400000000001,28,10,7,0,0,0,21,0
L52198,0.0,1,13,5,2,0.1,0.0882353,6,9,2,3,3,0,11,0
L52117,0.0,0,7,1,6,0.0,0.075,3,8,1,4,4,1,7,0
L51873,0.0,0,4,16,0,0.0,0.0,0,5,0,0,0,0,12,0
L52498,0.0,0,2,0,2,0.0,0.0,0,3,0,0,0,0,4,0
L52509,0.0,0,2,0,1,0.0,0.0,0,3,0,0,0,0,4,0
L52515,0.0,5,21,9,21,0.28571399999999997,0.131868,24,5,13,0,0,0,10,0
L52575,0.0,0,1,0,3,0.0,0.0,0,2,0,0,0,0,1,0
L52592,0.0,1,2,0,5,0.0,0.0,0,2,0,0,0,0,1,0
L53458,0.0182544,2,21,0,52,0.0,0.11003199999999999,34,15,10,1,1,0,51,0
L53533,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53524,0.0,0,2,1,2,0.0,0.0,0,3,1,0,0,0,2,0
L53489,0.08888889999999999,1,5,2,3,0.0,0.0,0,5,7,0,0,1,14,0
L53576,0.25396799999999997,1,5,0,4,0.0,0.0,0,4,0,0,0,0,3,0
L53507,0.08888889999999999,1,5,2,2,0.0,0.0,0,5,7,0,0,1,14,0
L53608,0.213333,1,6,0,4,0.0,0.0,0,4,0,0,0,0,3,0
L52609,0.0,0,2,1,0,0.0,0.0,0,3,0,0,0,0,2,0
L53050,0.0,0,14,5,1,0.0,0.0,0,15,0,4,4,0,14,0
L53668,0.06454249999999999,3,19,2,40,0.0,0.084507,18,7,6,0,0,1,35,0
L53716,1.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53720,0.0,0,1,0,1,0.0,0.0,0,2,0,0,0,0,1,0
L53740,0.0,1,2,0,0,0.0,0.0625,1,2,0,0,0,0,8,0
L53697,0.0,0,1,2,0,0.0,0.0,0,2,3,0,0,0,11,0
L53732,0.0,1,5,0,0,0.0,0.0,0,3,1,0,0,0,3,0
L53742,0.07901910000000001,1,12,0,27,0.166667,0.12930999999999998,15,5,5,0,0,0,9,0
L52287,0.0,3,13,4,6,0.125,0.113924,9,7,3,1,1,0,13,0
L52711,0.0,1,2,0,2,0.0,0.0,0,1,3,1,0,1,6,0
L53772,0.0,0,5,0,10,0.0,0.15068499999999999,11,6,7,0,0,0,5,0
L52114,0.0,5,70,34,74,0.307692,0.0974155,49,9,12,4,4,0,40,0
L52166,0.0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,2,0
L52250,0.0,1,4,0,5,0.0,0.130435,3,2,0,0,0,0,1,0
L52345,0.0,2,3,0,6,0.0,0.0,0,2,0,0,0,0,1,0
L52157,0.0,0,2,3,0,0.0,0.153846,2,3,0,0,0,0,2,0
L53284,0.243827,1,19,0,38,0.0,0.11111099999999999,38,13,8,0,0,1,28,0
L53358,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L53362,0.0,0,1,0,2,0.0,0.0,0,2,0,0,0,0,1,0
L53343,0.0,0,6,2,2,0.0,0.0,0,4,1,0,0,0,8,0
L53396,0.0,1,3,0,1,0.0,0.0625,1,3,0,0,0,0,2,0
L52347,0.0,0,16,3,6,0.0,0.0333333,3,17,3,4,4,0,16,0
L52336,0.061776099999999994,0,16,2,6,0.0,0.01,1,17,4,4,4,0,19,0
L52773,0.333333,1,5,0,2,0.0,0.0,0,4,0,0,0,0,3,0
L52795,0.0,4,18,2,11,0.333333,0.11224500000000001,11,2,1,0,0,0,7,0
L54108,0.0,2,17,0,18,0.0,0.137725,23,11,6,0,0,0,17,0
L54187,0.0,0,2,0,0,0.0,0.0,0,3,0,2,2,0,2,0
L52372,0.0,0,9,1,2,0.0,0.0,0,9,3,5,2,0,18,0
L52878,0.0,1,3,1,3,0.333333,0.185185,5,2,2,0,0,0,3,0
L52901,0.0,2,3,0,5,0.0,0.0,0,2,0,0,0,0,1,0
L54190,0.0,2,11,10,4,0.0,0.0,0,6,0,0,0,0,24,0
L54200,0.0,0,2,1,1,0.0,0.0,0,2,2,2,0,0,18,0
L52916,0.0,0,4,5,0,0.0,0.136364,3,5,1,0,0,0,4,0
L52354,0.0,2,14,2,11,0.0,0.0,0,8,3,6,2,0,27,0
L52942,0.0,1,4,0,2,0.0,0.0,0,3,1,0,0,0,4,0
L54221,0.0,0,0,7,0,0.0,0.0,0,1,1,0,0,0,0,0
L48251,0.0,1,8,3,7,0.0,0.0681818,3,3,2,0,0,0,5,0
L52999,0.0,0,1,0,0,0.0,0.0,0,2,3,0,0,0,1,0
L53008,0.0,0,2,0,0,0.0,0.0,0,2,3,0,0,0,1,0
L53014,0.0,0,1,0,0,0.0,0.0,0,2,3,0,0,0,1,0
L53806,0.0,1,18,1,3,0.0,0.011764700000000001,1,4,4,0,0,0,16,0
L53852,0.0,1,14,6,6,0.0,0.0,0,3,3,3,3,0,31,0
L53927,0.0,1,8,1,7,0.0,0.0,0,4,1,0,0,0,4,0
L53870,0.0,0,7,1,3,0.0,0.0,0,8,0,0,0,0,7,0
L53864,0.0,1,8,1,4,0.0,0.0,0,8,0,0,0,0,7,0
L53807,0.162011,1,15,7,2,0.0,0.0,0,3,3,0,0,0,17,0
L53971,0.414286,1,7,1,0,0.0,0.0,0,3,1,0,0,0,3,0
L53984,0.0,1,16,3,9,0.0,0.0,0,8,5,6,4,0,18,0
L54035,0.0,1,6,6,2,0.0,0.0,0,4,4,2,0,0,20,0
L54056,0.0,0,1,0,1,0.0,0.0,0,1,0,0,0,0,1,0
L54015,0.0,0,3,2,2,0.0,0.0,0,3,4,3,0,0,23,0
L54067,0.0,2,9,0,7,0.0,0.0,0,2,2,0,0,0,5,0
L54078,0.0,3,4,0,5,0.0,0.0,0,2,0,0,0,0,1,0
L54083,0.0,0,1,1,0,0.0,0.0,0,1,2,0,0,0,1,0
L54099,0.0,0,4,0,2,0.0,0.0,0,3,3,0,0,0,3,0
L58623,0.0879811,2,21,0,42,0.0,0.133929,45,16,7,0,0,0,33,0
L58637,0.0,0,5,1,3,0.0,0.0,0,5,2,0,0,1,5,0
L58705,0.406641,1,21,0,35,0.0588235,0.22439,92,16,5,1,1,0,33,0
L58740,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L58749,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L53410,0.0,1,13,11,22,0.0,0.011764700000000001,1,3,5,0,0,0,12,0
L58752,0.0,1,1,0,7,0.0,0.172414,5,2,5,0,0,0,13,0
L58760,0.0,4,11,0,24,0.2,0.280303,37,4,7,0,0,0,20,0
L58796,0.0,2,2,0,7,0.0,0.0,0,2,0,0,0,0,1,0
L58812,0.194625,1,12,0,19,0.0,0.170139,49,12,5,0,0,0,26,0
L58830,0.0,0,2,0,1,0.0,0.0,0,2,0,0,0,0,2,0
L58835,0.0,1,3,0,13,0.0,0.0909091,3,2,1,0,0,0,30,0
L58843,0.0,1,3,1,9,0.0,0.041666699999999994,1,2,8,1,0,0,26,0
L58880,0.0,1,1,0,6,0.0,0.15,3,2,5,0,0,0,13,0
L58883,0.0,1,2,0,17,0.0,0.0909091,4,2,7,0,0,0,13,0
L58895,0.4557640000000001,0,5,4,2,0.0,0.18,9,5,2,0,0,0,10,0
L58911,0.0,0,1,0,5,0.0,0.0,0,2,0,0,0,0,1,0
L58922,1.0,1,1,0,6,0.0,0.0,0,2,0,0,0,0,1,0
L58930,1.0,1,1,0,6,0.0,0.0,0,2,0,0,0,0,1,0
L58937,0.0,0,1,0,5,0.0,0.0,0,2,0,0,0,0,1,0
L58949,0.0,1,2,0,6,0.0,0.0,0,2,0,0,0,0,1,0
